Feature,GHS01_Explosive,GHS02_Flammable,GHS03_Oxidising,GHS04_CompressedGas,GHS05_Corrosive,GHS06_AcuteToxicity,GHS07_Irritant,GHS08_HealthHazard,GHS09_Environmental,Mean_across_all_classes
Morgan_371,0.0,0.00061438954,0.0,0.0,3.4087912e-05,0.00012460275,0.0002818492,8.0349164e-05,0.00042118222,0.0001729401
Morgan_581,0.0,0.00037367793,0.0,0.0,0.0007022072,0.00010572125,3.117961e-05,0.00011553976,0.0002158613,0.00017157634
Morgan_519,5.594846e-05,0.0003759218,0.0,0.0,2.0428577e-05,0.00017207739,7.5800286e-05,0.0006515862,0.00015301627,0.00016719768
Morgan_409,0.0,0.00020635246,0.0,0.0,0.00014359255,3.3848115e-05,0.00013174787,6.5847016e-05,0.00090284797,0.00016491511
Morgan_780,0.0,0.00028527618,0.0,0.0,0.00024153947,8.457483e-05,0.0,0.00085136265,9.415559e-06,0.0001635743
Morgan_880,0.0,0.00018011467,0.0,0.0,4.7482146e-05,0.0001255773,0.0002534529,0.00048896146,0.00037552998,0.0001634576
Morgan_134,0.0,0.00016564077,0.0011069974,0.0,2.7901739e-05,8.612974e-05,1.287464e-05,2.6750047e-05,3.2968434e-05,0.00016214029
Morgan_440,0.0,8.1376e-05,0.0,0.0010344285,0.0,4.445599e-05,3.587492e-05,0.0001546319,8.01678e-05,0.00015899279
Morgan_118,0.0,0.0003463982,0.0,0.0,0.00014475311,9.2592745e-05,2.1212049e-05,0.00072124484,4.524723e-05,0.00015238315
Morgan_32,0.0,5.2695483e-05,0.0007112025,0.0,5.3313437e-05,0.00021732169,0.00027779498,1.37227435e-05,2.0894162e-05,0.00014966055
Morgan_657,0.0,0.0005372384,0.000610101,0.0,3.1321224e-06,1.6046535e-05,0.000109691246,3.897178e-05,2.1015163e-05,0.00014846626
Morgan_242,0.0,0.00031076404,0.0,0.0,0.00027918365,0.00010336617,2.8304907e-05,0.0006091394,0.0,0.00014786203
Morgan_459,0.0,0.00062871404,0.0,0.0,8.248852e-06,0.000116327465,0.00031508168,1.9566305e-05,0.0001869043,0.00014164919
Morgan_679,0.0,0.0001949375,0.0,0.0,6.313388e-05,0.00019185651,5.465529e-05,0.00073656853,2.3400358e-05,0.00014050578
Morgan_918,0.0,0.00040436082,0.0,0.0,0.0001658178,3.3076816e-05,0.0002286075,0.00042663031,0.0,0.00013983257
Morgan_996,0.0,0.0007895313,0.0,0.0,2.2194114e-05,0.000111989895,2.3426039e-05,0.00011284939,0.00019306628,0.00013922856
Morgan_798,5.655838e-05,0.0004536254,0.0,0.0,1.3729537e-05,4.677017e-05,0.00010227085,7.2784365e-05,0.0005024656,0.00013868937
Morgan_970,0.00042694615,0.00037075396,0.0,0.0,7.254876e-05,3.887521e-05,6.434228e-05,7.644773e-05,0.00019696204,0.0001385418
Morgan_142,0.00012371759,5.8486563e-05,0.0,0.0,4.625869e-06,6.9447415e-05,7.4936695e-05,6.180646e-05,0.0008280141,0.00013567052
Morgan_67,0.0,0.00016167719,0.00030887395,0.0,5.2806317e-06,6.961089e-05,1.6191669e-05,3.846077e-05,0.0006208575,0.00013566141
Morgan_999,0.0,6.837022e-05,0.0,0.0,0.0,0.00015217296,0.0,0.00036296068,0.0005858059,0.0001299233
Morgan_457,0.0,0.00015110528,0.0,0.0,5.6214172e-05,4.5759636e-05,6.8238216e-05,0.00067251176,0.00015968473,0.00012816819
Morgan_908,0.0,0.0005777546,0.0,0.0,0.00018339048,7.036224e-05,1.741941e-05,0.00016063117,0.0001246393,0.0001260219
Morgan_666,0.0,0.00034667007,0.0,0.0,3.992871e-06,0.00011657689,1.1700991e-05,4.2347285e-05,0.00060537993,0.00012518532
Morgan_313,0.0,0.00012796908,0.0,0.0,4.9153725e-05,7.334075e-05,3.2937794e-05,0.00018824203,0.00062196224,0.00012151174
Morgan_687,0.0,0.00010709361,0.0,0.0,7.493719e-06,6.702373e-05,5.528605e-06,0.0006067796,0.00025908186,0.00011700013
Morgan_722,0.0,0.00038401497,0.0,0.0,1.7419996e-05,0.0001001923,0.00028681319,7.790977e-05,6.753237e-05,0.00010376473
Morgan_530,0.0,0.00057377917,0.0,0.0,9.1484e-05,9.108875e-05,0.0,5.3226786e-06,0.00015210932,0.00010153154
Morgan_363,0.0,0.00054843014,0.0,0.0,0.0,3.0489316e-05,0.0,0.00015817884,0.00017045249,0.00010083898
Morgan_327,0.0005796725,7.826853e-05,0.0,0.0,0.0,6.0177717e-05,3.199657e-05,5.54496e-05,9.94061e-05,0.00010055234
Morgan_984,0.0,0.000106734595,0.0,0.0,0.00011328355,7.04012e-05,9.6403055e-05,0.00017744295,0.00033474618,9.989017e-05
Morgan_472,0.0,0.00014264934,0.0,0.0,5.630217e-05,0.00013079762,1.0533366e-05,0.00044244202,0.00011155926,9.9364865e-05
Morgan_559,0.0,0.00025454606,0.0,0.0,0.0001641749,1.6845615e-05,0.0003254322,2.5087387e-05,0.00010127543,9.859573e-05
Morgan_417,0.0,0.0,0.0,0.0,3.7214883e-07,5.8425536e-05,0.0004221148,0.0002297377,0.0001298808,9.339233e-05
Morgan_168,0.0,0.00010116055,0.0,0.0,4.008472e-05,6.504193e-05,5.0875344e-05,0.0005033721,5.0038627e-05,9.0063695e-05
Morgan_493,0.0,0.00043576458,0.00028042393,0.0,6.2815484e-06,7.610532e-05,3.5183457e-06,0.0,3.9823785e-06,8.956401e-05
Morgan_680,0.0,0.0002962556,0.0,0.0,6.4346124e-05,7.9612546e-05,0.0,0.00027810808,8.657035e-05,8.943252e-05
Morgan_391,0.0,0.00012883688,0.0,0.0,0.0,0.00020622964,1.2961425e-05,0.00031512513,9.8173485e-05,8.459184e-05
Morgan_658,0.0,0.00014275115,0.0,0.0,0.00036077283,8.577004e-05,0.0,0.00015301647,1.6572573e-06,8.266308e-05
Morgan_87,0.0,3.5675126e-05,0.0,0.0,0.0005005688,8.552508e-05,1.4903708e-05,4.9068305e-05,5.5275756e-05,8.23352e-05
Morgan_966,6.251657e-05,0.00013277913,0.0,0.0,0.0,7.942143e-05,0.00016780161,0.00011611667,0.00017873014,8.192951e-05
Morgan_936,0.0,0.0,0.0,0.0,5.106245e-05,0.00025331648,7.490503e-05,4.5808032e-05,0.00031137018,8.182913e-05
Morgan_237,0.0,0.00051701826,0.0,0.0,4.5679695e-05,9.8181794e-05,2.9339373e-05,1.8840634e-05,0.0,7.878442e-05
Morgan_902,0.0,0.00011703229,0.0,0.0,0.00024570874,8.181653e-05,0.0,0.00014903482,0.00010252109,7.734595e-05
Morgan_795,0.0,0.00031854905,0.0,0.0,8.6010616e-05,8.844577e-05,3.0821528e-05,6.39229e-05,0.00010168021,7.660335e-05
Morgan_742,0.0,0.00014978113,0.0,0.0,6.23802e-05,7.9891084e-05,7.978202e-05,0.0,0.00027524226,7.189741e-05
Morgan_494,0.0,0.00048515658,0.0,0.0,2.2024782e-05,2.1378757e-05,8.396102e-06,8.3067156e-05,1.2026009e-05,7.02277e-05
Morgan_570,0.0,5.9283295e-05,0.0,0.0,3.838602e-05,0.00015539762,4.4444292e-05,0.00015635528,0.0001669911,6.8984176e-05
Morgan_99,0.0001824178,3.176985e-05,0.0,0.0,0.0,9.570173e-06,3.2430366e-05,0.00033952444,1.833727e-05,6.822777e-05
Morgan_262,0.0,0.00015479208,0.0,0.0,0.00014689434,8.5466876e-05,1.5529129e-05,3.2069856e-05,4.9342085e-05,5.3788262e-05
Morgan_969,0.0,0.000104782746,0.0,0.0,1.770592e-05,3.0269606e-05,0.000207245,8.4513136e-05,0.0,4.939071e-05
Morgan_265,0.0,4.135341e-05,0.0,0.0,5.9733746e-05,0.00010938229,1.2830244e-05,4.9181144e-05,5.4493932e-05,3.633053e-05
Morgan_346,0.0,0.00012727441,0.0,0.0,1.9078441e-05,3.5578123e-05,5.2184863e-05,4.7366186e-05,0.0,3.127578e-05
Morgan_369,0.0,0.0,0.0,0.0,3.9154993e-06,2.3209459e-05,2.967877e-05,3.9359333e-05,9.434102e-05,2.116712e-05
Morgan_613,0.0,0.0,0.0,0.0,1.4791058e-05,2.868447e-05,3.6484394e-06,1.2853542e-05,0.0,6.664168e-06
